FIPS,StateName,CountyName,PopEst2008
27033,Minnesota,Cottonwood County,11701
28033,Mississippi,DeSoto County,156214
29033,Missouri,Carroll County,9451
30033,Montana,Garfield County,1205
31033,Nebraska,Cheyenne County,10150
32033,Nevada,White Pine County,9732
34033,New Jersey,Salem County,65974
35033,New Mexico,Mora County,4909
36033,New York,Franklin County,51907
37033,North Carolina,Caswell County,23912
38033,North Dakota,Golden Valley County,1650
39033,Ohio,Crawford County,44291
40033,Oklahoma,Cotton County,6165
41033,Oregon,Josephine County,82389
42033,Pennsylvania,Clearfield County,82130
45033,South Carolina,Dillon County,31585
46033,South Dakota,Custer County,8060
47033,Tennessee,Crockett County,14541
48033,Texas,Borden County,612
49033,Utah,Rich County,2227
51033,Virginia,Caroline County,28011
53033,Washington,King County,1875020
54033,West Virginia,Harrison County,68441
55033,Wisconsin,Dunn County,43382
56033,Wyoming,Sheridan County,28465
1035,Alabama,Conecuh County,13388
5035,Arkansas,Crittenden County,50699
6035,California,Lassen County,35221
8035,Colorado,Douglas County,275500
12035,Florida,Flagler County,93546
13035,Georgia,Butts County,23794
16035,Idaho,Clearwater County,8764
17035,Illinois,Cumberland County,11100
18035,Indiana,Delaware County,117007
19035,Iowa,Cherokee County,12014
20035,Kansas,Cowley County,36284
21035,Kentucky,Calloway County,36686
22035,Louisiana,East Carroll Parish,7939
24035,Maryland,Queen Anne's County,47063
26035,Michigan,Clare County,31064
27035,Minnesota,Crow Wing County,62178
28035,Mississippi,Forrest County,74196
29035,Missouri,Carter County,6122
30035,Montana,Glacier County,13109
31035,Nebraska,Clay County,6543
34035,New Jersey,Somerset County,318856
35035,New Mexico,Otero County,62498
36035,New York,Fulton County,55584
37035,North Carolina,Catawba County,153848
38035,North Dakota,Grand Forks County,66917
39035,Ohio,Cuyahoga County,1291479
40035,Oklahoma,Craig County,14910
41035,Oregon,Klamath County,66732
42035,Pennsylvania,Clinton County,38955
45035,South Carolina,Dorchester County,130593
46035,South Dakota,Davison County,19318
47035,Tennessee,Cumberland County,55184
48035,Texas,Bosque County,17939
49035,Utah,Salt Lake County,999553
51035,Virginia,Carroll County,30067
53035,Washington,Kitsap County,246912
54035,West Virginia,Jackson County,29101
55035,Wisconsin,Eau Claire County,97176
56035,Wyoming,Sublette County,9474
51036,Virginia,Charles City County,7232
1037,Alabama,Coosa County,11493
5037,Arkansas,Cross County,18200
6037,California,Los Angeles County,9735147
8037,Colorado,Eagle County,51049
12037,Florida,Franklin County,11484
13037,Georgia,Calhoun County,6456
16037,Idaho,Custer County,4300
17037,Illinois,DeKalb County,104601
18037,Indiana,Dubois County,41955
19037,Iowa,Chickasaw County,12471
20037,Kansas,Crawford County,38997
21037,Kentucky,Campbell County,88548
22037,Louisiana,East Feliciana Parish,20415
24037,Maryland,St. Mary's County,101921
26037,Michigan,Clinton County,74302
27037,Minnesota,Dakota County,393900
28037,Mississippi,Franklin County,8136
29037,Missouri,Cass County,98095
30037,Montana,Golden Valley County,890
31037,Nebraska,Colfax County,10083
34037,New Jersey,Sussex County,150145
35037,New Mexico,Quay County,8978
36037,New York,Genesee County,59895
37037,North Carolina,Chatham County,61783
38037,North Dakota,Grant County,2440
39037,Ohio,Darke County,52909
40037,Oklahoma,Creek County,68817
41037,Oregon,Lake County,7961
42037,Pennsylvania,Columbia County,66645
45037,South Carolina,Edgefield County,26774
46037,South Dakota,Day County,5638
47037,Tennessee,Davidson County,612649
48037,Texas,Bowie County,91349
49037,Utah,San Juan County,14436
51037,Virginia,Charlotte County,12654
53037,Washington,Kittitas County,40015
54037,West Virginia,Jefferson County,52184
55037,Wisconsin,Florence County,4564
56037,Wyoming,Sweetwater County,42358
1039,Alabama,Covington County,37545
5039,Arkansas,Dallas County,8282
6039,California,Madera County,148359
8039,Colorado,Elbert County,22634
12039,Florida,Gadsden County,46319
13039,Georgia,Camden County,49713
16039,Idaho,Elmore County,26930
17039,Illinois,De Witt County,16733
18039,Indiana,Elkhart County,197762
19039,Iowa,Clarke County,9217
20039,Kansas,Decatur County,2992
21039,Kentucky,Carlisle County,5093
22039,Louisiana,Evangeline Parish,34316
24039,Maryland,Somerset County,26474
26039,Michigan,Crawford County,14379
27039,Minnesota,Dodge County,19876
28039,Mississippi,George County,22193
29039,Missouri,Cedar County,14120
30039,Montana,Granite County,3031
31039,Nebraska,Cuming County,9215
34039,New Jersey,Union County,527528
35039,New Mexico,Rio Arriba County,40008
36039,New York,Greene County,49467
37039,North Carolina,Cherokee County,27545
38039,North Dakota,Griggs County,2406
39039,Ohio,Defiance County,39250
40039,Oklahoma,Custer County,26816
41039,Oregon,Lane County,348176
42039,Pennsylvania,Crawford County,89023
45039,South Carolina,Fairfield County,24131
46039,South Dakota,Deuel County,4394
47039,Tennessee,Decatur County,11769
48039,Texas,Brazoria County,301336
49039,Utah,Sanpete County,26959
53039,Washington,Klickitat County,20135
54039,West Virginia,Kanawha County,192414
55039,Wisconsin,Fond du Lac County,101122
56039,Wyoming,Teton County,20988
1041,Alabama,Crenshaw County,13922
5041,Arkansas,Desha County,13273
6041,California,Marin County,248398
8041,Colorado,El Paso County,597919
12041,Florida,Gilchrist County,16797
16041,Idaho,Franklin County,12570
17041,Illinois,Douglas County,19970
18041,Indiana,Fayette County,24384
19041,Iowa,Clay County,16697
20041,Kansas,Dickinson County,19862
21041,Kentucky,Carroll County,10744
22041,Louisiana,Franklin Parish,20758
24041,Maryland,Talbot County,37307
26041,Michigan,Delta County,37409
27041,Minnesota,Douglas County,36108
28041,Mississippi,Greene County,14293
29041,Missouri,Chariton County,7829
30041,Montana,Hill County,15889
31041,Nebraska,Custer County,11001
34041,New Jersey,Warren County,109264
35041,New Mexico,Roosevelt County,19074
36041,New York,Hamilton County,4893
37041,North Carolina,Chowan County,14831
38041,North Dakota,Hettinger County,2479
39041,Ohio,Delaware County,166652
40041,Oklahoma,Delaware County,41018
41041,Oregon,Lincoln County,45915
42041,Pennsylvania,Cumberland County,231357
45041,South Carolina,Florence County,135032
46041,South Dakota,Dewey County,5245
47041,Tennessee,DeKalb County,18693
48041,Texas,Brazos County,185098
49041,Utah,Sevier County,20599
51041,Virginia,Chesterfield County,309837
53041,Washington,Lewis County,74899
54041,West Virginia,Lewis County,16422
55041,Wisconsin,Forest County,9620
56041,Wyoming,Uinta County,20613
1043,Alabama,Cullman County,80273
5043,Arkansas,Drew County,18481
6043,California,Mariposa County,18412
8043,Colorado,Fremont County,47166
12043,Florida,Glades County,12752
13043,Georgia,Candler County,10691
16043,Idaho,Fremont County,13112
17043,Illinois,DuPage County,909798
18043,Indiana,Floyd County,73775
19043,Iowa,Clayton County,18209
20043,Kansas,Doniphan County,8003
21043,Kentucky,Carter County,27752
22043,Louisiana,Grant Parish,21657
24043,Maryland,Washington County,146674
26043,Michigan,Dickinson County,26622
27043,Minnesota,Faribault County,14790
28043,Mississippi,Grenada County,22194
29043,Missouri,Christian County,74705
30043,Montana,Jefferson County,11203
31043,Nebraska,Dakota County,20559
35043,New Mexico,Sandoval County,125368
36043,New York,Herkimer County,64404
37043,North Carolina,Clay County,10492
38043,North Dakota,Kidder County,2419
39043,Ohio,Erie County,77573
40043,Oklahoma,Dewey County,4737
41043,Oregon,Linn County,114967
42043,Pennsylvania,Dauphin County,265395
45043,South Carolina,Georgetown County,60621
46043,South Dakota,Douglas County,3006
47043,Tennessee,Dickson County,48929
48043,Texas,Brewster County,8868
49043,Utah,Summit County,35229
51043,Virginia,Clarke County,14092
53043,Washington,Lincoln County,10608
54043,West Virginia,Lincoln County,21881
55043,Wisconsin,Grant County,50834
56043,Wyoming,Washakie County,8229
1045,Alabama,Dale County,49871
5045,Arkansas,Faulkner County,108477
6045,California,Mendocino County,87468
8045,Colorado,Garfield County,55449
12045,Florida,Gulf County,15851
13045,Georgia,Carroll County,110242
16045,Idaho,Gem County,16941
17045,Illinois,Edgar County,18768
18045,Indiana,Fountain County,17356
19045,Iowa,Clinton County,49303
20045,Kansas,Douglas County,109010
21045,Kentucky,Casey County,15970
22045,Louisiana,Iberia Parish,73522
24045,Maryland,Wicomico County,97111
26045,Michigan,Eaton County,108021
27045,Minnesota,Fillmore County,20991
28045,Mississippi,Hancock County,42764
29045,Missouri,Clark County,7168
30045,Montana,Judith Basin County,2071
31045,Nebraska,Dawes County,9134
35045,New Mexico,San Juan County,126905
36045,New York,Jefferson County,115033
37045,North Carolina,Cleveland County,98155
38045,North Dakota,LaMoure County,4218
39045,Ohio,Fairfield County,144029
40045,Oklahoma,Ellis County,4043
41045,Oregon,Malheur County,31311
42045,Pennsylvania,Delaware County,556246
45045,South Carolina,Greenville County,438742
46045,South Dakota,Edmunds County,4050
47045,Tennessee,Dyer County,38149
48045,Texas,Briscoe County,1651
49045,Utah,Tooele County,55909
51045,Virginia,Craig County,5167
53045,Washington,Mason County,59785
54045,West Virginia,Logan County,36548
55045,Wisconsin,Green County,36598
56045,Wyoming,Weston County,7133
1047,Alabama,Dallas County,44265
5047,Arkansas,Franklin County,18229
6047,California,Merced County,250538
8047,Colorado,Gilpin County,5026
12047,Florida,Hamilton County,14785
13047,Georgia,Catoosa County,63271
16047,Idaho,Gooding County,15216
17047,Illinois,Edwards County,6710
18047,Indiana,Franklin County,23330
19047,Iowa,Crawford County,16881
20047,Kansas,Edwards County,3058
21047,Kentucky,Christian County,72034
22047,Louisiana,Iberville Parish,33685
24047,Maryland,Worcester County,51196
26047,Michigan,Emmet County,32852
27047,Minnesota,Freeborn County,31270
28047,Mississippi,Harrison County,182735
29047,Missouri,Clay County,215142
30047,Montana,Lake County,28515
31047,Nebraska,Dawson County,24160
35047,New Mexico,San Miguel County,29234
36047,New York,Kings County,2460361
37047,North Carolina,Columbus County,56503
38047,North Dakota,Logan County,2000
39047,Ohio,Fayette County,28896
40047,Oklahoma,Garfield County,58845
41047,Oregon,Marion County,309729
42047,Pennsylvania,Elk County,32504
45047,South Carolina,Greenwood County,68862
46047,South Dakota,Fall River County,7032
47047,Tennessee,Fayette County,37851
48047,Texas,Brooks County,7345
49047,Utah,Uintah County,31009
51047,Virginia,Culpeper County,46056
53047,Washington,Okanogan County,40235
54047,West Virginia,McDowell County,22494
55047,Wisconsin,Green Lake County,19102
1049,Alabama,DeKalb County,70228
5049,Arkansas,Fulton County,12382
6049,California,Modoc County,9551
8049,Colorado,Grand County,14622
12049,Florida,Hardee County,27603
13049,Georgia,Charlton County,12604
16049,Idaho,Idaho County,15896
17049,Illinois,Effingham County,34173
18049,Indiana,Fulton County,20670
19049,Iowa,Dallas County,62144
20049,Kansas,Elk County,2954
21049,Kentucky,Clark County,35256
22049,Louisiana,Jackson Parish,16105
26049,Michigan,Genesee County,433082
27049,Minnesota,Goodhue County,45919
28049,Mississippi,Hinds County,244695
29049,Missouri,Clinton County,20781
30049,Montana,Lewis and Clark County,61747
31049,Nebraska,Deuel County,1986
35049,New Mexico,Santa Fe County,141704
36049,New York,Lewis County,26878
37049,North Carolina,Craven County,99423
38049,North Dakota,McHenry County,5355
39049,Ohio,Franklin County,1141183
40049,Oklahoma,Garvin County,27529
41049,Oregon,Morrow County,11002
42049,Pennsylvania,Erie County,278686
45049,South Carolina,Hampton County,21212
46049,South Dakota,Faulk County,2415
47049,Tennessee,Fentress County,17851
48049,Texas,Brown County,38135
49049,Utah,Utah County,487615
51049,Virginia,Cumberland County,9849
53049,Washington,Pacific County,21305
54049,West Virginia,Marion County,56141
55049,Wisconsin,Iowa County,23701
2050,Alaska,Bethel Census Area,16762
1051,Alabama,Elmore County,77698
5051,Arkansas,Garland County,95636
6051,California,Mono County,13862
8051,Colorado,Gunnison County,15250
12051,Florida,Hendry County,39177
13051,Georgia,Chatham County,255269
16051,Idaho,Jefferson County,24696
17051,Illinois,Fayette County,22006
18051,Indiana,Gibson County,33331
19051,Iowa,Davis County,8675
20051,Kansas,Ellis County,28010
21051,Kentucky,Clay County,22289
22051,Louisiana,Jefferson Parish,431759
26051,Michigan,Gladwin County,25956
27051,Minnesota,Grant County,6113
28051,Mississippi,Holmes County,19755
29051,Missouri,Cole County,74760
30051,Montana,Liberty County,2225
31051,Nebraska,Dixon County,6004
35051,New Mexico,Sierra County,11914
36051,New York,Livingston County,65637
37051,North Carolina,Cumberland County,311800
38051,North Dakota,McIntosh County,2911
39051,Ohio,Fulton County,42780
40051,Oklahoma,Grady County,51621
41051,Oregon,Multnomah County,712989
42051,Pennsylvania,Fayette County,138813
45051,South Carolina,Horry County,260609
46051,South Dakota,Grant County,7389
47051,Tennessee,Franklin County,41093
48051,Texas,Burleson County,17025
49051,Utah,Wasatch County,22120
51051,Virginia,Dickenson County,16078
53051,Washington,Pend Oreille County,12985
54051,West Virginia,Marshall County,33248
55051,Wisconsin,Iron County,6101
1053,Alabama,Escambia County,37929
5053,Arkansas,Grant County,17718
6053,California,Monterey County,406022
8053,Colorado,Hinsdale County,818
12053,Florida,Hernando County,172437
13053,Georgia,Chattahoochee County,11624
16053,Idaho,Jerome County,21217
17053,Illinois,Ford County,14095
18053,Indiana,Grant County,70250
19053,Iowa,Decatur County,8457
20053,Kansas,Ellsworth County,6471
21053,Kentucky,Clinton County,10253
22053,Louisiana,Jefferson Davis Parish,31497
26053,Michigan,Gogebic County,16499
27053,Minnesota,Hennepin County,1135173
28053,Mississippi,Humphreys County,9691
29053,Missouri,Cooper County,17502
30053,Montana,Lincoln County,19541
31053,Nebraska,Dodge County,36548
35053,New Mexico,Socorro County,17966
36053,New York,Madison County,73075
37053,North Carolina,Currituck County,23378
38053,North Dakota,McKenzie County,5908
39053,Ohio,Gallia County,30997
40053,Oklahoma,Grant County,4598
41053,Oregon,Polk County,74346
42053,Pennsylvania,Forest County,7470
45053,South Carolina,Jasper County,23620
46053,South Dakota,Gregory County,4254
47053,Tennessee,Gibson County,49209
48053,Texas,Burnet County,42477
49053,Utah,Washington County,135552
51053,Virginia,Dinwiddie County,27694
53053,Washington,Pierce County,785400
54053,West Virginia,Mason County,27097
55053,Wisconsin,Jackson County,20348
1055,Alabama,Etowah County,104206
5055,Arkansas,Greene County,41286
6055,California,Napa County,134093
8055,Colorado,Huerfano County,7073
12055,Florida,Highlands County,99568
13055,Georgia,Chattooga County,26146
16055,Idaho,Kootenai County,135627
17055,Illinois,Franklin County,39546
18055,Indiana,Greene County,32977
19055,Iowa,Delaware County,17840
20055,Kansas,Finney County,35461
21055,Kentucky,Crittenden County,9408
22055,Louisiana,Lafayette Parish,215139
26055,Michigan,Grand Traverse County,86209
27055,Minnesota,Houston County,19159
28055,Mississippi,Issaquena County,1521
29055,Missouri,Crawford County,24698
30055,Montana,McCone County,1720
31055,Nebraska,Douglas County,504547
35055,New Mexico,Taos County,32467
36055,New York,Monroe County,741018
37055,North Carolina,Dare County,33553
38055,North Dakota,McLean County,8883
39055,Ohio,Geauga County,93583
40055,Oklahoma,Greer County,6200
41055,Oregon,Sherman County,1691
42055,Pennsylvania,Franklin County,147032
45055,South Carolina,Kershaw County,60395
46055,South Dakota,Haakon County,1945
47055,Tennessee,Giles County,29705
48055,Texas,Caldwell County,37671
49055,Utah,Wayne County,2731
53055,Washington,San Juan County,15590
54055,West Virginia,Mercer County,61848
55055,Wisconsin,Jefferson County,83140
1057,Alabama,Fayette County,17541
5057,Arkansas,Hempstead County,22624
6057,California,Nevada County,98200
8057,Colorado,Jackson County,1378
12057,Florida,Hillsborough County,1196773
13057,Georgia,Cherokee County,208271
16057,Idaho,Latah County,36524
17057,Illinois,Fulton County,37224
18057,Indiana,Hamilton County,261974
19057,Iowa,Des Moines County,40235
20057,Kansas,Ford County,32187
21057,Kentucky,Cumberland County,6917
22057,Louisiana,Lafourche Parish,95603
26057,Michigan,Gratiot County,42774
27057,Minnesota,Hubbard County,20346
28057,Mississippi,Itawamba County,23412
29057,Missouri,Dade County,7951
30057,Montana,Madison County,7674
31057,Nebraska,Dundy County,1973
35057,New Mexico,Torrance County,16257
36057,New York,Montgomery County,49951
37057,North Carolina,Davidson County,161520
38057,North Dakota,Mercer County,8295
39057,Ohio,Greene County,160115
40057,Oklahoma,Harmon County,2827
41057,Oregon,Tillamook County,25151
42057,Pennsylvania,Fulton County,14900
45057,South Carolina,Lancaster County,72733
46057,South Dakota,Hamlin County,5753
47057,Tennessee,Grainger County,22380
48057,Texas,Calhoun County,21127
49057,Utah,Weber County,223676
51057,Virginia,Essex County,10920
53057,Washington,Skagit County,115808
54057,West Virginia,Mineral County,27824
55057,Wisconsin,Juneau County,26825
1059,Alabama,Franklin County,31459
5059,Arkansas,Hot Spring County,32737
6059,California,Orange County,2957593
8059,Colorado,Jefferson County,529003
12059,Florida,Holmes County,20141
13059,Georgia,Clarke County,115768
16059,Idaho,Lemhi County,7902
17059,Illinois,Gallatin County,5796
18059,Indiana,Hancock County,68107
19059,Iowa,Dickinson County,16690
20059,Kansas,Franklin County,25851
21059,Kentucky,Daviess County,95411
22059,Louisiana,La Salle Parish,14667
26059,Michigan,Hillsdale County,46951
27059,Minnesota,Isanti County,37851
28059,Mississippi,Jackson County,137791
29059,Missouri,Dallas County,16955
30059,Montana,Meagher County,1893
31059,Nebraska,Fillmore County,5940
35059,New Mexico,Union County,4380
36059,New York,Nassau County,1325129
37059,North Carolina,Davie County,40748
38059,North Dakota,Morton County,26696
39059,Ohio,Guernsey County,40347
40059,Oklahoma,Harper County,3645
41059,Oregon,Umatilla County,74488
42059,Pennsylvania,Greene County,39074
45059,South Carolina,Laurens County,67173
46059,South Dakota,Hand County,3396
47059,Tennessee,Greene County,68328
48059,Texas,Callahan County,13474
51059,Virginia,Fairfax County,1044178
53059,Washington,Skamania County,10918
54059,West Virginia,Mingo County,26850
55059,Wisconsin,Kenosha County,164636
2060,Alaska,Bristol Bay Borough,1040
1061,Alabama,Geneva County,26646
5061,Arkansas,Howard County,13804
6061,California,Placer County,337568
8061,Colorado,Kiowa County,1392
12061,Florida,Indian River County,136277
13061,Georgia,Clay County,3233
16061,Idaho,Lewis County,3739
17061,Illinois,Greene County,13956
18061,Indiana,Harrison County,38628
19061,Iowa,Dubuque County,92519
20061,Kansas,Geary County,30276
21061,Kentucky,Edmonson County,12127
22061,Louisiana,Lincoln Parish,45726
26061,Michigan,Houghton County,36292
27061,Minnesota,Itasca County,44852
28061,Mississippi,Jasper County,17550
29061,Missouri,Daviess County,8330
30061,Montana,Mineral County,4177
31061,Nebraska,Franklin County,3167
35061,New Mexico,Valencia County,74879
36061,New York,New York County,1587022
37061,North Carolina,Duplin County,56810
38061,North Dakota,Mountrail County,7153
39061,Ohio,Hamilton County,799840
40061,Oklahoma,Haskell County,12620
41061,Oregon,Union County,25473
42061,Pennsylvania,Huntingdon County,45853
45061,South Carolina,Lee County,19697
46061,South Dakota,Hanson County,3399
47061,Tennessee,Grundy County,13963
48061,Texas,Cameron County,393000
51061,Virginia,Fauquier County,64558
53061,Washington,Snohomish County,694622
54061,West Virginia,Monongalia County,92200
55061,Wisconsin,Kewaunee County,20636
1063,Alabama,Greene County,9359
5063,Arkansas,Independence County,35859
6063,California,Plumas County,20410
8063,Colorado,Kit Carson County,8157
12063,Florida,Jackson County,50272
13063,Georgia,Clayton County,262099
16063,Idaho,Lincoln County,5041
17063,Illinois,Grundy County,49166
18063,Indiana,Hendricks County,140710
19063,Iowa,Emmet County,10448
20063,Kansas,Gove County,2646
21063,Kentucky,Elliott County,7556
22063,Louisiana,Livingston Parish,123962
26063,Michigan,Huron County,33504
27063,Minnesota,Jackson County,10364
28063,Mississippi,Jefferson County,7927
29063,Missouri,DeKalb County,12833
30063,Montana,Missoula County,107747
31063,Nebraska,Frontier County,2786
36063,New York,Niagara County,215793
37063,North Carolina,Durham County,259356
38063,North Dakota,Nelson County,3176
39063,Ohio,Hancock County,74781
40063,Oklahoma,Hughes County,13397
41063,Oregon,Wallowa County,6900
42063,Pennsylvania,Indiana County,88807
45063,South Carolina,Lexington County,252747
46063,South Dakota,Harding County,1252
47063,Tennessee,Hamblen County,62101
48063,Texas,Camp County,12331
51063,Virginia,Floyd County,15101
53063,Washington,Spokane County,462263
54063,West Virginia,Monroe County,13607
55063,Wisconsin,La Crosse County,112761
1065,Alabama,Hale County,16260
5065,Arkansas,Izard County,13681
6065,California,Riverside County,2109712
8065,Colorado,Lake County,7450
12065,Florida,Jefferson County,14606
13065,Georgia,Clinch County,6941
16065,Idaho,Madison County,36564
17065,Illinois,Hamilton County,8454
18065,Indiana,Henry County,49420
19065,Iowa,Fayette County,20910
20065,Kansas,Graham County,2669
21065,Kentucky,Estill County,14752
22065,Louisiana,Madison Parish,12340
26065,Michigan,Ingham County,281315
27065,Minnesota,Kanabec County,16535
28065,Mississippi,Jefferson Davis County,12636
29065,Missouri,Dent County,15495
30065,Montana,Musselshell County,4423
31065,Nebraska,Furnas County,4873
36065,New York,Oneida County,234482
37065,North Carolina,Edgecombe County,56420
38065,North Dakota,Oliver County,1836
39065,Ohio,Hardin County,32200
40065,Oklahoma,Jackson County,26038
41065,Oregon,Wasco County,24617
42065,Pennsylvania,Jefferson County,45260
45065,South Carolina,McCormick County,10224
46065,South Dakota,Hughes County,16690
47065,Tennessee,Hamilton County,328711
48065,Texas,Carson County,6260
51065,Virginia,Fluvanna County,25461
53065,Washington,Stevens County,43398
54065,West Virginia,Morgan County,17520
55065,Wisconsin,Lafayette County,16768
1067,Alabama,Henry County,17129
5067,Arkansas,Jackson County,17966
6067,California,Sacramento County,1394438
8067,Colorado,La Plata County,50291
12067,Florida,Lafayette County,8465
13067,Georgia,Cobb County,679822
16067,Idaho,Minidoka County,19393
17067,Illinois,Hancock County,19192
18067,Indiana,Howard County,83472
19067,Iowa,Floyd County,16331
20067,Kansas,Grant County,7674
21067,Kentucky,Fayette County,287683
22067,Louisiana,Morehouse Parish,28311
26067,Michigan,Ionia County,65167
27067,Minnesota,Kandiyohi County,41840
28067,Mississippi,Jones County,67318
29067,Missouri,Douglas County,13800
30067,Montana,Park County,15896
31067,Nebraska,Gage County,22574
36067,New York,Onondaga County,463472
37067,North Carolina,Forsyth County,344330
38067,North Dakota,Pembina County,7452
39067,Ohio,Harrison County,15856
40067,Oklahoma,Jefferson County,6408
41067,Oregon,Washington County,515815
42067,Pennsylvania,Juniata County,24409
45067,South Carolina,Marion County,33724
46067,South Dakota,Hutchinson County,7363
47067,Tennessee,Hancock County,6765
48067,Texas,Cass County,30217
51067,Virginia,Franklin County,55284
53067,Washington,Thurston County,244332
54067,West Virginia,Nicholas County,26138
55067,Wisconsin,Langlade County,20248
2068,Alaska,Denali Borough,1803
1069,Alabama,Houston County,99183
5069,Arkansas,Jefferson County,78354
6069,California,San Benito County,54267
8069,Colorado,Larimer County,291650
12069,Florida,Lake County,293654
13069,Georgia,Coffee County,41813
16069,Idaho,Nez Perce County,38810
17069,Illinois,Hardin County,4386
18069,Indiana,Huntington County,37244
19069,Iowa,Franklin County,10690
20069,Kansas,Gray County,5821
21069,Kentucky,Fleming County,14345
22069,Louisiana,Natchitoches Parish,39244
26069,Michigan,Iosco County,26542
27069,Minnesota,Kittson County,4614
28069,Mississippi,Kemper County,10392
29069,Missouri,Dunklin County,32158
30069,Montana,Petroleum County,481
31069,Nebraska,Garden County,2004
36069,New York,Ontario County,106302
37069,North Carolina,Franklin County,58925
38069,North Dakota,Pierce County,4372
39069,Ohio,Henry County,28523
40069,Oklahoma,Johnston County,10772
41069,Oregon,Wheeler County,1399
42069,Pennsylvania,Lackawanna County,214044
45069,South Carolina,Marlboro County,29079
46069,South Dakota,Hyde County,1430
47069,Tennessee,Hardeman County,27837
48069,Texas,Castro County,7758
51069,Virginia,Frederick County,76060
53069,Washington,Wahkiakum County,4033
54069,West Virginia,Ohio County,44469
55069,Wisconsin,Lincoln County,29094
2070,Alaska,Dillingham Census Area,4769
1071,Alabama,Jackson County,53525
5071,Arkansas,Johnson County,25236
6071,California,San Bernardino County,2003735
8071,Colorado,Las Animas County,15770
12071,Florida,Lee County,610984
13071,Georgia,Colquitt County,44872
16071,Idaho,Oneida County,4201
17071,Illinois,Henderson County,7463
18071,Indiana,Jackson County,41705
19071,Iowa,Fremont County,7489
20071,Kansas,Greeley County,1247
21071,Kentucky,Floyd County,39964
22071,Louisiana,Orleans Parish,301842
26071,Michigan,Iron County,12081
27071,Minnesota,Koochiching County,13432
28071,Mississippi,Lafayette County,45781
29071,Missouri,Franklin County,101149
30071,Montana,Phillips County,4182
31071,Nebraska,Garfield County,2001
36071,New York,Orange County,370201
37071,North Carolina,Gaston County,204454
38071,North Dakota,Ramsey County,11434
39071,Ohio,Highland County,43700
40071,Oklahoma,Kay County,46410
41071,Oregon,Yamhill County,97537
42071,Pennsylvania,Lancaster County,511957
45071,South Carolina,Newberry County,37192
46071,South Dakota,Jackson County,2950
47071,Tennessee,Hardin County,26059
48071,Texas,Chambers County,31619
51071,Virginia,Giles County,17168
53071,Washington,Walla Walla County,57315
54071,West Virginia,Pendleton County,7761
55071,Wisconsin,Manitowoc County,81698
1073,Alabama,Jefferson County,656510
5073,Arkansas,Lafayette County,7806
6073,California,San Diego County,3022116
8073,Colorado,Lincoln County,5468
12073,Florida,Leon County,271130
13073,Georgia,Columbia County,117504
16073,Idaho,Owyhee County,11515
17073,Illinois,Henry County,50492
18073,Indiana,Jasper County,33155
19073,Iowa,Greene County,9415
20073,Kansas,Greenwood County,6817
21073,Kentucky,Franklin County,49301
22073,Louisiana,Ouachita Parish,151727
26073,Michigan,Isabella County,69328
27073,Minnesota,Lac qui Parle County,7342
28073,Mississippi,Lamar County,52772
29073,Missouri,Gasconade County,15309
30073,Montana,Pondera County,6117
31073,Nebraska,Gosper County,2049
36073,New York,Orleans County,43254
37073,North Carolina,Gates County,12098
38073,North Dakota,Ransom County,5677
39073,Ohio,Hocking County,29445
40073,Oklahoma,Kingfisher County,14748
42073,Pennsylvania,Lawrence County,91798
45073,South Carolina,Oconee County,73089
46073,South Dakota,Jerauld County,2023
47073,Tennessee,Hawkins County,56698
48073,Texas,Cherokee County,49976
51073,Virginia,Gloucester County,36638
53073,Washington,Whatcom County,196708
54073,West Virginia,Pleasants County,7702
55073,Wisconsin,Marathon County,133036
1075,Alabama,Lamar County,14799
5075,Arkansas,Lawrence County,17460
6075,California,San Francisco County,791152
8075,Colorado,Logan County,22128
12075,Florida,Levy County,40809
13075,Georgia,Cook County,17067
16075,Idaho,Payette County,22618
17075,Illinois,Iroquois County,30228
18075,Indiana,Jay County,21467
19075,Iowa,Grundy County,12359
20075,Kansas,Hamilton County,2638
21075,Kentucky,Fulton County,6945
22075,Louisiana,Plaquemines Parish,22677
26075,Michigan,Jackson County,160825
27075,Minnesota,Lake County,10872
28075,Mississippi,Lauderdale County,79665
29075,Missouri,Gentry County,6806
30075,Montana,Powder River County,1756
31075,Nebraska,Grant County,653
36075,New York,Oswego County,122366
37075,North Carolina,Graham County,8742
38075,North Dakota,Renville County,2387
39075,Ohio,Holmes County,42029
40075,Oklahoma,Kiowa County,9518
42075,Pennsylvania,Lebanon County,131574
45075,South Carolina,Orangeburg County,92886
46075,South Dakota,Jones County,976
47075,Tennessee,Haywood County,18996
48075,Texas,Childress County,7123
51075,Virginia,Goochland County,21285
53075,Washington,Whitman County,43802
54075,West Virginia,Pocahontas County,8807
55075,Wisconsin,Marinette County,42019
1077,Alabama,Lauderdale County,92202
5077,Arkansas,Lee County,10786
6077,California,San Joaquin County,671692
8077,Colorado,Mesa County,143155
12077,Florida,Liberty County,8323
13077,Georgia,Coweta County,122281
16077,Idaho,Power County,7564
17077,Illinois,Jackson County,59605
18077,Indiana,Jefferson County,32586
19077,Iowa,Guthrie County,11038
20077,Kansas,Harper County,6063
21077,Kentucky,Gallatin County,8420
22077,Louisiana,Pointe Coupee Parish,22966
26077,Michigan,Kalamazoo County,246862
27077,Minnesota,Lake of the Woods County,4128
